Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link,ID
Monday's Not Coming,,"When Claudia's best friend disappears, Claudia is determined to find out what happened to her.",https://cdn.vocabulary.com/units/tt7tktjz/cover.jpeg?width=220&v=16c256b6c58,https://www.amazon.com/dp/0062422685?tag=vocabulary01-20,Tiffany D. Jackson,Literature,/lists/tt7tktjz/mondays-not-coming,1349
Freewater,,"Running away from the slave-owning Southerland Plantation, twelve-year-old Homer and his seven-year-old sister Ada head to the swamp, where they find some unexpected help.",https://cdn.vocabulary.com/units/ttvxzzmb/cover.png?width=220&v=1886e2a2d45,https://www.amazon.com/dp/0316056618?tag=vocabulary01-20,Amina Luqman-Dawson,"Grade 6,Grade 7,Grade 8,Literature",/lists/ttvxzzmb/freewater,1350
The Unteachables,,An apathetic teacher is assigned to a class of unruly misfits — with surprising results.,https://cdn.vocabulary.com/units/tuy4p77o/cover.jpeg?width=220&v=174792638ce,https://www.amazon.com/dp/0062563904?tag=vocabulary01-20,Gordon Korman,"Grade 6,Grade 7,Grade 8,Literature",/lists/tuy4p77o/unteachables,1351
The Selected Fairy Tales of Hans Christian Andersen,,"Hans Christian Andersen was born in Denmark in 1805. He is celebrated for his timeless fairy tales that have enchanted generations worldwide. From ""The Little Mermaid"" to ""The Ugly Duckling,"" his stories explore themes of love, transformation, and the human condition, leaving a lasting legacy in children's literature and inspiring countless adaptations in various forms of media. Andersen's enduring tales continue to captivate readers of all ages with their magical charm and universal appeal.",https://cdn.vocabulary.com/units/tvmifvyp/feature.png?width=500&v=18ed2a2a96d,,,Literature,/lists/tvmifvyp/selected-fairy-tales-of-hans-christian-andersen,1352
World Without Fish,,"In this book, Mark Kurlansky explores threats to the world's oceans and fish populations and describes ways that young people can support sustainable fishing.",https://cdn.vocabulary.com/units/tvu4lprw/cover.jpeg?width=220&v=16c255b4aee,https://www.amazon.com/dp/0761185003?tag=vocabulary01-20,Mark Kurlansky,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction,Just for Fun",/lists/tvu4lprw/world-without-fish,1353
Resistance,,A Jewish teenager joins the resistance movement against the Nazis during World War II.,https://cdn.vocabulary.com/units/twit2dpj/cover.jpg?width=220&v=17957401ccc,https://www.amazon.com/dp/1338148508?tag=vocabulary01-20,Jennifer A. Nielsen,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/twit2dpj/resistance,1354
The God of Small Things,,"The traumatic separation of fraternal twins in India is at the heart of Arundhati Roy's ""God of a Small Things"" which addresses communism and the Indian caste system while recounting the lives of the twins both together and apart.",https://cdn.vocabulary.com/units/tx33kq2f/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0812979656?tag=vocabulary01-20,Arundhati Roy,Grade 10,/lists/tx33kq2f/god-of-small-things,1355
Positive and Negative Words to Describe a Person,,"If you're looking for the perfect adjective to describe your dearest friend, your worst enemy, or characters in a piece of creative writing, look no further than this collection of vivid vocabulary to describe people.",https://cdn.vocabulary.com/units/txuwd4w7/feature.png?width=500&v=190ff155bed,,,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Just for Fun",/lists/txuwd4w7/positive-and-negative-words-to-describe-a-person,1356
Hidden Truths,,"On a summer camping trip in Massachusetts, twelve-year-old best friends Eric Stein and Dani Meyer are shaken up by a fiery explosion.",https://cdn.vocabulary.com/units/tytl65lt/cover.png?width=220&v=18d134aac34,https://www.amazon.com/dp/0593483669?tag=vocabulary01-20,Elly Swartz,Literature,/lists/tytl65lt/hidden-truths,1357
"Ripped from the Headlines: September, 2019",Our Weekly Roundups of Words Used in the News,"News you can use! Each week we peruse a wide range of periodicals and select newsworthy words from a variety of topics — politics to pop culture, science to sports, and more. These annotated lists also provide additional context about current events and etymological tidbits, making them a great resource for word learning and class discussions.",https://cdn.vocabulary.com/units/tytvltir/feature.png?width=500&v=176e2a489a9,,,Events,/lists/tytvltir/ripped-from-the-headlines-september-2019,1358
The Ice Cream Machine,,"In this collection, all six stories feature an ice cream machine with different characters and situations, from a five-armed robot to an alien space lab.",https://cdn.vocabulary.com/units/tzy3urli/cover.png?width=220&v=18c7e0f035a,https://www.amazon.com/dp/059332580X?tag=vocabulary01-20,Adam Rubin,Literature,/lists/tzy3urli/ice-cream-machine,1359
Mary Poppins,,"In this beloved novel, a magical nanny arrives at the Banks's home to care for two children, Jane and Michael.",https://cdn.vocabulary.com/units/u5lebglc/cover.jpeg?width=220&v=16c30181aac,https://www.amazon.com/dp/0544439562?tag=vocabulary01-20,P. L. Travers,"Grade 6,Grade 7,Grade 8",/lists/u5lebglc/mary-poppins,1360
Projekt 1065,A Novel of World War II,"During World War II, thirteen-year-old Michael and his family infiltrate Nazi organizations to help the Allies defeat Hitler.",https://cdn.vocabulary.com/units/u5mmd3lc/cover.jpeg?width=220&v=16f9007a275,https://www.amazon.com/dp/0545880165?tag=vocabulary01-20,Alan Gratz,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/u5mmd3lc/projekt-1065,1361
"I, Juan de Pareja",,"This novel is a fictionalized account of the life of Juan de Pareja, the half-African slave of famed painter Diego Velázquez in 17th century Spain.",https://cdn.vocabulary.com/units/u622suyq/cover.jpeg?width=220&v=18061b329e7,https://www.amazon.com/dp/0312380054?tag=vocabulary01-20,Elizabeth Borton de Treviño,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/u622suyq/i-juan-de-pareja,1362
Second Treatise of Government,,"In this 17th-century treatise, Locke argues that governments are only legitimate when leaders rule with the consent of those who are governed. Read the full text here.",https://cdn.vocabulary.com/units/u64f35cl/cover.jpeg?width=220&v=17ac450d512,https://www.amazon.com/dp/0915144867?tag=vocabulary01-20,John Locke,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/u64f35cl/second-treatise-of-government,1363
The Storm Runner,,Zane discovers that a dormant volcano is a portal to another dimension where he must battle an ancient god.,https://cdn.vocabulary.com/units/u6onapoh/cover.jpeg?width=220&v=16ed1668e82,https://www.amazon.com/dp/1368023606?tag=vocabulary01-20,J.C. Cervantes,Grade 5,/lists/u6onapoh/storm-runner,1364
Billy Budd,,"Published after Melville's death, this novel chronicles the tragic story of young sailor Billy Budd after he boards a naval warship, the H.M.S. Bellipotent. Read the full text here.",https://cdn.vocabulary.com/units/u6uykqgp/cover.jpeg?width=220&v=16c251ee656,https://www.amazon.com/dp/0486813630?tag=vocabulary01-20,Herman Melville,"Grade 11,Grade 12",/lists/u6uykqgp/billy-budd,1365
More Than a Dream,The Radical March on Washington for Jobs and Freedom,"In this nonfiction account, the authors present their research on the causes and contributions that led to the historic 1963 March on Washington for Jobs and Freedom.",https://cdn.vocabulary.com/units/ua6bkc2l/cover.png?width=220&v=18b6da7cae4,https://www.amazon.com/dp/0374391742?tag=vocabulary01-20,Yohuru Williams,"Literature,Non-Fiction",/lists/ua6bkc2l/more-than-a-dream,1366
The Marvels,,Two separate stories — the first told in illustrations and the second in prose — combine to create a marvelous whole in this book from the Caldecott-winning author of The Invention of Hugo Cabret.,https://cdn.vocabulary.com/units/uadycnhg/cover.jpeg?width=220&v=1835b369e14,https://www.amazon.com/dp/0545448689?tag=vocabulary01-20,Brian Selznick,Literature,/lists/uadycnhg/marvels,1367
Through My Eyes,,"In this memoir, Ruby Bridges recalls her experiences as the first African-American student at a newly desegregated elementary school in New Orleans.",https://cdn.vocabulary.com/units/uaisnpil/cover.jpeg?width=220&v=17ccc600e9c,https://www.amazon.com/dp/0590189239?tag=vocabulary01-20,Ruby Bridges,"Literature,Non-Fiction",/lists/uaisnpil/through-my-eyes,1368
The Eyes and the Impossible,,Johannes is a dog who runs freely through the park each day and reports to the Bison any sightings that might upset the natural balance.,https://cdn.vocabulary.com/units/ubbl4szb/cover.png?width=220&v=18ec862c9d7,https://www.amazon.com/dp/1524764205?tag=vocabulary01-20,Dave Eggers,Literature,/lists/ubbl4szb/eyes-and-the-impossible,1369
Simon Sort of Says,,"Twelve-year-old Simon O'Keeffe tries to forget that he survived a tragedy when his family moves to the National Quiet Zone in Nebraska, where radio signals are banned to prevent interference with astronomers' search of outer space.",https://cdn.vocabulary.com/units/ucmolk2q/cover.png?width=220&v=18b6d82e489,https://www.amazon.com/dp/1368082858?tag=vocabulary01-20,Erin Bow,Literature,/lists/ucmolk2q/simon-sort-of-says,1370
Freak the Mighty,,"Freak the Mighty tells the story of an unlikely friendship between an awkward, lumbering outcast and a physically challenged genius. Together, the two boys become a force for good.",https://cdn.vocabulary.com/units/ud6744rv/cover.jpeg?width=220&v=1815eeeec2d,https://www.amazon.com/dp/0439286069?tag=vocabulary01-20,Rodman Philbrick,"Grade 5,Grade 7,Literature",/lists/ud6744rv/freak-the-mighty,1371
Frightful's Mountain,,"In the third book of the My Side of the Mountain trilogy, Frightful is on her own in the wilderness, trying to survive without Sam.",https://cdn.vocabulary.com/units/udhzfiyh/cover.jpeg?width=220&v=16ddb91d5d5,https://www.amazon.com/dp/0141312351?tag=vocabulary01-20,Jean Craighead George,Just for Fun,/lists/udhzfiyh/frightfuls-mountain,1372
Time for Andrew: A Ghost Story,,"Named after a long line of men in his family, twelve-year-old Andrew Joseph Tyler visits his ancestral home in Missouri and gets transported back in time.",https://cdn.vocabulary.com/units/ue4qfulk/cover.png?width=220&v=18820dc6905,https://www.amazon.com/dp/0618873163?tag=vocabulary01-20,Mary Downing Hahn,"Grade 5,Literature",/lists/ue4qfulk/time-for-andrew-a-ghost-story,1373
The Selected Fairy Tales of the Brothers Grimm,,"The Brothers Grimm, Jacob and Wilhelm Grimm, were renowned German scholars and folklorists who compiled and published a collection of traditional European folktales and fairy tales in the early 19th century. Their stories have had a profound and lasting impact on literature and popular culture, offering readers a rich tapestry of enchanting stories filled with moral lessons and timeless magic.",https://cdn.vocabulary.com/units/ue6tdsw2/feature.png?width=500&v=18dd1824c7c,,,Literature,/lists/ue6tdsw2/selected-fairytales-of-the-brothers-grimm,1374
The Hobbit,,"In this prequel to The Lord of the Rings, Bilbo Baggins enjoys a quiet life until a group of dwarves and a wizard named Gandalf enlist him in their quest for a dragon's treasure.",https://cdn.vocabulary.com/units/uev3qfdv/cover.jpeg?width=220&v=188fd89b993,https://www.amazon.com/dp/B00OHXKIWG?tag=vocabulary01-20,J.R.R. Tolkien,"Grade 6,Grade 7,Grade 8,Grade 9,Literature",/lists/uev3qfdv/hobbit,1375
Ripped from the Headlines: November 2021,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/ugjzyhho/feature.png?width=500&v=1843e7bc871,,,Events,/lists/ugjzyhho/ripped-from-the-headlines-november-2021,1376
The Young Man and the Sea,,Twelve-year-old Skiff attempts to catch a valuable bluefin tuna in order to support his struggling family.,https://cdn.vocabulary.com/units/uhnrgbli/cover.jpeg?width=220&v=16e21f5c256,https://www.amazon.com/dp/0439368308?tag=vocabulary01-20,Rodman Philbrick,Literature,/lists/uhnrgbli/young-man-and-the-sea,1377
"I Survived the American Revolution, 1776",,"In this fifteenth book of the historical fiction I Survived series, eleven-year-old Nathaniel Fox runs away from home and finds himself in the middle of the Battle of Brooklyn.",https://cdn.vocabulary.com/units/uhqejv3v/cover.png?width=220&v=1880b8e9fe6,https://www.amazon.com/dp/0545919739?tag=vocabulary01-20,Lauren Tarshis,Grade 5,/lists/uhqejv3v/i-survived-the-american-revolution-1776,1378
Elijah of Buxton,,"Born in a Canadian settlement for runaway slaves, naive and well-meaning Elijah is forced to confront the realities of slavery when he attempts to recover stolen money that would help free a friend's enslaved family.",https://cdn.vocabulary.com/units/uhu3xiph/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0439023459?tag=vocabulary01-20,Christopher Paul Curtis,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/uhu3xiph/elijah-of-buxton,1379
The Lottery Rose,,"When almost-eight-year-old Georgie Burgess wins a rosebush from a Florida grocery store, he seeks to give it the tender-loving home that he has never known.",https://cdn.vocabulary.com/units/uhuju67c/cover.png?width=220&v=187b94c71ee,https://www.amazon.com/dp/1534478485?tag=vocabulary01-20,Irene Hunt,"Grade 6,Grade 7,Grade 8",/lists/uhuju67c/lottery-rose,1380
Letter of the Law,The Legal Lexicon of U.S. Supreme Court Decisions,The U.S. Supreme Court has the power to shape history. Our collection of Supreme Court decisions will help students understand and master the vocabulary used to decide pivotal cases.,https://cdn.vocabulary.com/units/ui4b2qfu/feature.png?width=500&v=175226d5133,,,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/ui4b2qfu/letter-of-the-law,1381
Trowbridge Road,,"In 1983, neighbors June Bug and Ziggy create their own imaginative worlds in order to escape from the realities of family trauma.",https://cdn.vocabulary.com/units/uint5vda/cover.jpeg?width=220&v=1752d640dbf,https://www.amazon.com/dp/1536207500?tag=vocabulary01-20,Marcella Pixley,Literature,/lists/uint5vda/trowbridge-road,1382
The Tempest,,"After a shipwreck, a group of noblemen wash up on an enchanted island ruled by the magician Prospero. Read the full text here.",https://cdn.vocabulary.com/units/ujah34dy/cover.jpeg?width=220&v=17b31689466,https://www.amazon.com/dp/0743482832?tag=vocabulary01-20,William Shakespeare,Literature,/lists/ujah34dy/tempest,1383
