word,part_of_speech,meaning,example,example_meaning,definition,ID
snarl,verb,gầm gừ,"Other forms of communication may involve the use of voice, such as a bark, a roar, a snarl , or the song of a bird.","Những hình thức liên lạc khác có thể vận dụng đến tiếng kêu như sủa, rống, gầm gừ hoặc hót.","A knot or complication of hair, thread, or the like, difficult to disentangle; entanglement; hence, intricate complication; embarrassing difficulty.",1201
pandemic,adjective,Đại dịch,The global pandemic your father believed was about to emerge.,Đại dịch toàn cầu mà bố cậu tin hoàn toàn sắp xảy ra.,Widespread; general.,1202
resign,verb,từ chức,What makes you think I'm going to resign ?,Điều gì khiến bạn nghĩ tôi sẽ từ chức ?,(transitive) To give up or hand over (something to someone); to relinquish ownership of. [from 14th c.],1203
icon,noun,biểu tượng,"When that's all spread out, it becomes an iconic image.","Khi được trải dài ra, nó trở thành một hình ảnh biểu tượng .","An image, symbol, picture, or other representation usually as an object of religious devotion.",1204
frustrating,adjective,tức,"I tell you, there's nothing more frustrating than standing around helplessly while the jungle vanishes.","Tôi đã nói, chẳng có gì tức hơn khi đứng nhìn khu rừng đang biến mất.",Present participle of frustrate.,1205
narrow-minded,adjective,hẹp bụng,They're pretty narrow - minded .,Họ khá là thiển cận .,"Having restricted or rigid views, and being unreceptive to new ideas.",1206
envy,verb,ghen tị,Made out of envy of your own royal manhood.,Chẳng qua là vì ghen tị với của quý hoàng gia của bệ hạ.,Resentful desire of something possessed by another or others (but not limited to material possessions). [from 13th c.],1207
lard,verb,mỡ lợn,"Leverpostej, a liver pâté prepared from pig's liver and lard , is also frequently used as a spread.","Leverpostej, một loại pâté gan chế biến từ gan và mỡ lợn , thường được dùng để phết.","fat from the abdomen of a pig, especially as prepared for use in cooking or pharmacy",1208
husky,adjective,khản,Husky down jacket.,Quần bò của Husky .,(of a voice) hoarse and rough-sounding,1209
crisis,noun,khủng hoảng,"However, due to the 1997 Asian financial crisis , the project was temporarily halted.","Tuy nhiên, do Khủng hoảng tài chính châu Á 1997, đề xuất này bắt buộc phải ngưng lại.",A crucial or decisive point or situation; a turning point.,1210
relief,adjective,cứu trợ,13 Share in relief work.,13 Tham gia công tác cứu trợ .,the removal of stress or discomfort,1211
famine,noun,nạn đói,A huge famine hit North Korea in the mid- 1990s.,"Vào giữa những năm 90, Bắc Triều Tiên trải qua một nạn đói trầm trọng.",(uncountable) extreme shortage of food in a region,1212
fauna,noun,hệ động vật,"Fauna of the Cocos (Keeling) Islands Williams, D.G. 1994.","Hệ động vật quần đảo Cocos (Keeling) ^ a ă â b c Williams, D.G. 1994.","(uncountable) animals considered as a group; especially those of a particular country, region, time, etc.",1213
fern,noun,cây dương xỉ,There's lots of ferns growing out there.,Có rất nhiều cây dương xỉ mọc ngoài đó.,Any of a group of some twenty thousand species of vascular plants classified in the Division Pteridophyta (formerly known by some as Filicophyta) that lacks seeds and reproduces by shedding spores to initiate an alternation of generations.,1214
access,verb,đường vào,The village is easy of access .,Đường vào làng dễ đi.,(uncountable) A way or means of approaching or entering; an entrance; a passage.,1215
officious,adjective,hiếu sự,He's getting more and more officious .,Nó càng ngày càng hiếu sự .,"(obsolete) obliging, attentive, eager to please",1216
stern,adjective,nghiêm khắc,I should have stern words with your assistant.,Cần nghiêm khắc hơn với trợ lý của anh.,(nautical) The rear part or after end of a ship or vessel.,1217
plume,Verb,chùm lông,And out of the tops of these tube worms are these beautiful red plumes .,Và trên đỉnh của những con sâu ống là những chùm lông tơ đỏ tuyệt đẹp,"A feather of a bird, especially a large or showy one.",1218
tribal,adjective,bộ lạc,You see Waziristan is a tribal area.,"Con biết đó, Waziristan là khu vực của bộ lạc .","Of, or relating to, tribes",1219
phony,adjective,giả mạo,I was not the one parading around with a phony -baloney tiara.,"Tôi không phải là kẻ phô trương với sự giả mạo , Tiara.",Fraudulent; fake; having a misleading appearance.,1220
deploy,verb,triển khai,It's unfortunate that they tend to be selectively deployed .,Thật không may chúng có xu hướng được triển khai có chọn lọc.,(transitive) To prepare and arrange (usually military unit or units) for use.,1221
fierce,adjective,dữ dội,He will expel her with his fierce blast in the day of the east wind.,"Trong ngày nổi gió đông, ngài dùng cơn gió dữ dội mà đùa nàng đi.","Extremely violent, severe, ferocious or savage.",1222
skedaddle,verb,bỏ chạy toán loạn,Skedaddle .,Tớ phải về .,To move or run away quickly.,1223
enforce,verb,ban hành,"An administration that cannot enforce its decrees is, in effect, powerless.","Trên thực tế, chính phủ nào không thực thi được những luật lệ đã ban hành , sẽ bị xem là bất lực.","(obsolete, transitive) To strengthen (a castle, town etc.) with extra troops, fortifications etc. [14th-18th c.]",1224
protest,verb,kháng nghị,They're protesting about the right to vote and the way they're treated in your state.,Ho đang kháng nghị về quyền bầu cử và cách họ bị đối xử ở bang của ông.,(intransitive) to make a strong objection,1225
asparagus,noun,cây măng tây,"Speaking of kitchens, here's some asparagus .","Nhân nói đến bếp, đây là mấy cây măng tây .","Any of various perennial plants of the genus Asparagus having leaflike stems, scalelike leaves, and small flowers.",1226
stump,Verb,mẩu,"The stump or cast prosthesis was made, and he was starting the real physical rehabilitation.","Mẩu cụt hoặc khuôn của bộ phận giả được làm, và anh ấy bắt đầu chương trình hồi phục thể chất thật sự.","The remains of something that has been cut off; especially the remains of a tree, the remains of a limb.",1227
influenza,noun,cúm,Type A is the most common cause of influenza .,Loại A thường gây ra bệnh cúm nhất.,"(pathology) An acute contagious disease of the upper airways and lungs, caused by a virus, which rapidly spreads around the world in seasonal epidemics.",1228
eugenics,noun,thuyết ưu sinh,Are we headed for a new eugenics ?,Có phải chúng ta đang dẫn đầu cho một thuyết ưu sinh mới?,"(biology) The science of improving stock, whether human or animal.",1229
sable,adjective,màu đen,Sable glimmers toward grey;,Màu đen óng ánh thành màu xám;,"A small carnivorous mammal of the Old World that resembles a weasel, Mustela zibellina, from cold regions in Eurasia and the North Pacific islands, valued for its dark brown fur.",1230
ermine,verb,chuột hương lông trắng,You should have a cloak lined with ermine .,Anh nên lấy một cái áo khoác có viền lông chồn .,"A weasel, Mustela erminea, found in northern latitudes; its dark brown fur turns white in winter (apart from the black tip of the tail)",1231
opulent,adjective,sang trọng,But their opulence was no protection.,Nhưng sự sang trọng của họ không che chở họ được.,"luxuriant, and ostentatiously magnificent",1233
vellum,noun,giấy da bê,"The 100 or so vellum pages, in their original binding, are of lavish quality.","Quyển sách bằng da mịn này dày khoảng 100 trang, còn nguyên bìa và là loại sách cầu kỳ, sang trọng.","A type of parchment paper made from the skin of a lamb, baby goat, or calf.",1234
emboss,verb,chạm nổi,Emboss Image,Chạm nổi ảnh,To mark or decorate with a raised design or symbol.,1235
bauble,noun,phù hiệu,I care nothing for such baubles .,Chỉ chẳng quan tâm đến mấy đồ trang sức rẻ tiền đâu .,A cheap showy ornament piece of jewellery; a gewgaw.,1237
fanfare,verb,kèn lệnh,"""Grand Floral Parade brings fanfare to Portland"".","“Diễn hành hoa ""Grand Floral Parade"" đem náo nức đến Portland”.",(countable) A flourish of trumpets or horns as to announce; a short and lively air performed on hunting horns during the chase.,1238
unassuming,adjective,khiêm,It may be someone who is unassuming or even invisible within your congregations.,"Có thể đó là một người khiêm tốn, thậm chí không đáng để ý trong vòng giáo đoàn của các anh em.",modest and having no pretensions or ostentation,1239
levy,noun,thu,Perhaps the villa you now occupy and a portion of the taxes levied upon port?,Có lẽ là căn villa ông đang ở và một phần tiền thuế thu tại bến cảng?,"The tax, property or people so levied",1240
piety,noun,lòng mộ đạo,(Mishnah) By then everyone would be sure to see their piety and marvel at it!,Trong giờ đó hẳn mọi người chắc chắn sẽ thấy lòng mộ đạo của họ và phục họ lắm!,(uncountable) reverence and devotion to God,1241
pomp,verb,vẻ tráng lệ,"Lo, all our pomp of yesterday",tất cả hào nhoáng thời qua của chúng ta,Show of magnificence; parade; display; power.,1242
autocrat,noun,người chuyên quyền,Autocratic -- do what I say because I'm the chef.,Chuyên chế làm mọi thứ tôi nói vì tôi là chủ.,An absolute ruler with infinite power,1243
epaulette,noun,cầu vai,they were wearing identical navy blue shirts with epaulettes ;,"họ đang mặc áo sơ mi hải quân màu xanh giống hệt nhau với cầu vai ,","An ornamentation, worn on the shoulders of a military uniform, as a sign of rank",1244
retinue,noun,bầu đoàn,She sent away the retinue of staff provided by His Majesty.,Hòa nhập vào phong tục tập quán của người bản địa loại bỏ hết,"A group of servants or attendants, especially of someone considered important.",1245
serf,noun,nông nô,The emancipation of the serfs took place in Courland in 1817 and in Vidzeme in 1819.,Giai cấp nông nô chính thức được giải phóng tại Courland vào năm 1818 và Vidzeme vào năm 1819.,"A semifree peasant of a low hereditary class, slavishly attached to the land owned by a feudal lord and required to perform labour, enjoying minimal legal or customary rights",1246
